,text,review,polarity_score,polarity
1523,padahal kalo jauh sebelum covid viral seperti sekarang orang masuk angin pun saya yakin kalo di test begini juga positif itu jauh sebelum ada covid bedanya dulu covid enggak viral tapi sekarang viral apapun kalo sudah viral pasti berbahaya,"['padahal', 'kalo', 'jauh', 'sebelum', 'covid', 'viral', 'seperti', 'sekarang', 'orang', 'masuk', 'angin', 'pun', 'saya', 'yakin', 'kalo', 'di', 'test', 'begini', 'juga', 'positif', 'itu', 'jauh', 'sebelum', 'ada', 'covid', 'bedanya', 'dulu', 'covid', 'enggak', 'viral', 'tapi', 'sekarang', 'viral', 'apapun', 'kalo', 'sudah', 'viral', 'pasti', 'berbahaya']",-13,negatif
1524,ahmad fahruddin tahu dari mana orang masuk angin di test bakal positif sample nya saja sudah beda sekarang test sudah enggak pakai rapid test dengan cara mengecek imun tubuh yang jelas data yang ada di rapid test ambigu antigen atau swab sudah pakai sample yang lebih objektif untuk mengetahui virus atau bukan saran saya kalau enggak tahu belajar dulu sebelum berkomentar,"['ahmad', 'fahruddin', 'tahu', 'dari', 'mana', 'orang', 'masuk', 'angin', 'di', 'test', 'bakal', 'positif', 'sample', 'nya', 'saja', 'sudah', 'beda', 'sekarang', 'test', 'sudah', 'enggak', 'pakai', 'rapid', 'test', 'dengan', 'cara', 'mengecek', 'imun', 'tubuh', 'yang', 'jelas', 'data', 'yang', 'ada', 'di', 'rapid', 'test', 'ambigu', 'antigen', 'atau', 'swab', 'sudah', 'pakai', 'sample', 'yang', 'lebih', 'objektif', 'untuk', 'mengetahui', 'virus', 'atau', 'bukan', 'saran', 'saya', 'kalau', 'enggak', 'tahu', 'belajar', 'dulu', 'sebelum', 'berkomentar']",-30,negatif
1525,angga ady pratama batuk pilek test sebelum kerja positif sudah diam drmh hari sembuh test lagi negatif terus berangkat kerja lagi deh kalo sebelum covid mah itu biasa saja lumrah sekarang jadi enggak lumrah,"['angga', 'ady', 'pratama', 'batuk', 'pilek', 'test', 'sebelum', 'kerja', 'positif', 'sudah', 'diam', 'drmh', 'hari', 'sembuh', 'test', 'lagi', 'negatif', 'terus', 'berangkat', 'kerja', 'lagi', 'deh', 'kalo', 'sebelum', 'covid', 'mah', 'itu', 'biasa', 'saja', 'lumrah', 'sekarang', 'jadi', 'enggak', 'lumrah']",-11,negatif
1526,angga ady pratama saya pernah ada sariawan di tenggerokan pas di test hasil nya positif dari situ saya mulai meragukan hasil keakuratan test rapid atau antigen dan saya berpikir bahwa positif nya tersebut berasal dari virus bakteri dari sariawan tersebut padahal kondisi tubuh saya pada saat itu benar benar sehat tidak ada keluhan sedikitpun kecuali sariawan itu sendiri tapi kok bisa nya bahkan di positifkan tertawa,"['angga', 'ady', 'pratama', 'saya', 'pernah', 'ada', 'sariawan', 'di', 'tenggerokan', 'pas', 'di', 'test', 'hasil', 'nya', 'positif', 'dari', 'situ', 'saya', 'mulai', 'meragukan', 'hasil', 'keakuratan', 'test', 'rapid', 'atau', 'antigen', 'dan', 'saya', 'berpikir', 'bahwa', 'positif', 'nya', 'tersebut', 'berasal', 'dari', 'virus', 'bakteri', 'dari', 'sariawan', 'tersebut', 'padahal', 'kondisi', 'tubuh', 'saya', 'pada', 'saat', 'itu', 'benar', 'benar', 'sehat', 'tidak', 'ada', 'keluhan', 'sedikitpun', 'kecuali', 'sariawan', 'itu', 'sendiri', 'tapi', 'kok', 'bisa', 'nya', 'bahkan', 'di', 'positifkan', 'tertawa']",-25,negatif
1527,vaksin memang bukan berarti tidak bisa karena tapi kalo kenag parah begitu maksudnya anaknya enggak pernah di vaksin atau punya anak memang dulu kecil enggak pernah vaksin,"['vaksin', 'memang', 'bukan', 'berarti', 'tidak', 'bisa', 'karena', 'tapi', 'kalo', 'kenag', 'parah', 'begitu', 'maksudnya', 'anaknya', 'enggak', 'pernah', 'di', 'vaksin', 'atau', 'punya', 'anak', 'memang', 'dulu', 'kecil', 'enggak', 'pernah', 'vaksin']",-15,negatif
1528,kalau logika nya kayak begitu kenapa anak vaksin campak kalau pada akhirnya akan tetap kena campak,"['kalau', 'logika', 'nya', 'kayak', 'begitu', 'kenapa', 'anak', 'vaksin', 'campak', 'kalau', 'pada', 'akhirnya', 'akan', 'tetap', 'kena', 'campak']",-19,negatif
1529,diana kartini putri dan kita tidak perlu ppkm dengan campak kan kenapa kita harus ini dan itu jika harus sama ratakan,"['diana', 'kartini', 'putri', 'dan', 'kita', 'tidak', 'perlu', 'ppkm', 'dengan', 'campak', 'kan', 'kenapa', 'kita', 'harus', 'ini', 'dan', 'itu', 'jika', 'harus', 'sama', 'ratakan']",-16,negatif
1530,ahmad fahruddin karena campak enggak jadi pandemi covid jadi pandemi mas seandainya campak yang jadi pandemi pasti ppkm juga,"['ahmad', 'fahruddin', 'karena', 'campak', 'enggak', 'jadi', 'pandemi', 'covid', 'jadi', 'pandemi', 'mas', 'seandainya', 'campak', 'yang', 'jadi', 'pandemi', 'pasti', 'ppkm', 'juga']",-32,negatif
1531,diana kartini putri karena campak hanya menular melali kontak fisik udara dan lain-lain kalo covid sudah canggih menularnya bisa melalui internet dan dunia digital,"['diana', 'kartini', 'putri', 'karena', 'campak', 'hanya', 'menular', 'melali', 'kontak', 'fisik', 'udara', 'dan', 'lain-lain', 'kalo', 'covid', 'sudah', 'canggih', 'menularnya', 'bisa', 'melalui', 'internet', 'dan', 'dunia', 'digital']",-17,negatif
1532,diana kartini putri kalo kita dokter anak saya mis sudah vaksin cacar akan kena cacar tapi enggak parah mbak paling hanya bentol saja kalo kena,"['diana', 'kartini', 'putri', 'kalo', 'kita', 'dokter', 'anak', 'saya', 'mis', 'sudah', 'vaksin', 'cacar', 'akan', 'kena', 'cacar', 'tapi', 'enggak', 'parah', 'mbak', 'paling', 'hanya', 'bentol', 'saja', 'kalo', 'kena']",-22,negatif
1533,ahmad fahruddin melalui internet dunia digital konteks penularannya yang dimaksud bagaimana itu yang saya bahas penularan virus yang sesungguhnya loh jangan dibelokin,"['ahmad', 'fahruddin', 'melalui', 'internet', 'dunia', 'digital', 'konteks', 'penularannya', 'yang', 'dimaksud', 'bagaimana', 'itu', 'yang', 'saya', 'bahas', 'penularan', 'virus', 'yang', 'sesungguhnya', 'loh', 'jangan', 'dibelokin']",-15,negatif
1534,rose diana iya benar mbak betul itu memang itu tujuannya vaksin,"['rose', 'diana', 'iya', 'benar', 'mbak', 'betul', 'itu', 'memang', 'itu', 'tujuannya', 'vaksin']",-6,negatif
1535,diana kartini putri tahu terjemahkan sendiri apa yang saya maksud selamat bervaksin setiap bulan sekali tunggu nanti efeknya apa kalo samain vaksin yang lain bukan vaksin kalo ber jilid masa sampai sekarang masih terima vaksin campak kan tidak tapi intinya selama masih ada vaksin berjilid bisa dipastikan virusnya juga berjilid,"['diana', 'kartini', 'putri', 'tahu', 'terjemahkan', 'sendiri', 'apa', 'yang', 'saya', 'maksud', 'selamat', 'bervaksin', 'setiap', 'bulan', 'sekali', 'tunggu', 'nanti', 'efeknya', 'apa', 'kalo', 'samain', 'vaksin', 'yang', 'lain', 'bukan', 'vaksin', 'kalo', 'ber', 'jilid', 'masa', 'sampai', 'sekarang', 'masih', 'terima', 'vaksin', 'campak', 'kan', 'tidak', 'tapi', 'intinya', 'selama', 'masih', 'ada', 'vaksin', 'berjilid', 'bisa', 'dipastikan', 'virusnya', 'juga', 'berjilid']",-40,negatif
1536,ahmad fahruddin jangan salah loh vaksin lain pun seperti vaksin dasar untuk anak cth campak polio dapat dan lain-lain ada boosternya dari bayi bahkan sampai umur tahun bisa di cek di google kata kuncinya jadwal imunisasi anak rekomendasi ikatan dokter anak indonesia sudah itu saja closing statement ku drpda panjang lebar kemana silakan berpendirian di pandangannya masing semoga mas nya dan sekeluarga sehat senantiasa selalu wassalamualaikum,"['ahmad', 'fahruddin', 'jangan', 'salah', 'loh', 'vaksin', 'lain', 'pun', 'seperti', 'vaksin', 'dasar', 'untuk', 'anak', 'cth', 'campak', 'polio', 'dapat', 'dan', 'lain-lain', 'ada', 'boosternya', 'dari', 'bayi', 'bahkan', 'sampai', 'umur', 'tahun', 'bisa', 'di', 'cek', 'di', 'google', 'kata', 'kuncinya', 'jadwal', 'imunisasi', 'anak', 'rekomendasi', 'ikatan', 'dokter', 'anak', 'indonesia', 'sudah', 'itu', 'saja', 'closing', 'statement', 'ku', 'drpda', 'panjang', 'lebar', 'kemana', 'silakan', 'berpendirian', 'di', 'pandangannya', 'masing', 'semoga', 'mas', 'nya', 'dan', 'sekeluarga', 'sehat', 'senantiasa', 'selalu', 'wassalamualaikum']",-36,negatif
1537,diana kartini putri iya waalaikumsalam mbak yuk tuhan menciptakan kita sebagai makhluk yang sempurna tubuh kita bisa beradaptasi dengan lingkungan bahkan virus juga itulah kenapa virus influenza biasa saja nantinya virus ini juga sama hasilnya yang penting itu dari diri kita sendiri jaga immune dan pikiran jalani protokol kesehatan itu lebih baik,"['diana', 'kartini', 'putri', 'iya', 'waalaikumsalam', 'mbak', 'yuk', 'tuhan', 'menciptakan', 'kita', 'sebagai', 'makhluk', 'yang', 'sempurna', 'tubuh', 'kita', 'bisa', 'beradaptasi', 'dengan', 'lingkungan', 'bahkan', 'virus', 'juga', 'itulah', 'kenapa', 'virus', 'influenza', 'biasa', 'saja', 'nantinya', 'virus', 'ini', 'juga', 'sama', 'hasilnya', 'yang', 'penting', 'itu', 'dari', 'diri', 'kita', 'sendiri', 'jaga', 'immune', 'dan', 'pikiran', 'jalani', 'protokol', 'kesehatan', 'itu', 'lebih', 'baik']",-16,negatif
1538,dosis booster enggak sampai jadi enggak disuntik habis cuma ganti jarum untuk orang selanjutnya,"['dosis', 'booster', 'enggak', 'sampai', 'jadi', 'enggak', 'disuntik', 'habis', 'cuma', 'ganti', 'jarum', 'untuk', 'orang', 'selanjutnya']",-10,negatif
1539,harus dihabiskan lah masak mau diretur rugi nanti hahha,"['harus', 'dihabiskan', 'lah', 'masak', 'mau', 'diretur', 'rugi', 'nanti', 'hahha']",-8,negatif
1540,bisa mengalahkan thanos saudara laki-laki kkkkkk,"['bisa', 'mengalahkan', 'thanos', 'saudara', 'laki-laki', 'kkkkkk']",-4,negatif
1541,halal,['halal'],0,positif
1542,lama vaksin ke,"['lama', 'vaksin', 'ke']",-4,negatif
1543,kayak makanan kopit itu paksin,"['kayak', 'makanan', 'kopit', 'itu', 'paksin']",-2,negatif
1544,vaksin hanya mengenalkan virus ke tubuh ini memang tahun ttupnya corona dengan cara ditutup dengan vaksin booster makanya bilangnya begitu,"['vaksin', 'hanya', 'mengenalkan', 'virus', 'ke', 'tubuh', 'ini', 'memang', 'tahun', 'ttupnya', 'corona', 'dengan', 'cara', 'ditutup', 'dengan', 'vaksin', 'booster', 'makanya', 'bilangnya', 'begitu']",-5,negatif
1545,sebelum vaksin lebih banyak yang sembuh atau fatal sembuh sebelum ada vaksin ada enggak yang positif tapi tanpa gejala dan modal imun tapi sehat hingga kini buaaaaaanyak tapi namanya sales vaksin pasti bakal unggulin vaksin bukan herbal dan imun lanjutkan deh,"['sebelum', 'vaksin', 'lebih', 'banyak', 'yang', 'sembuh', 'atau', 'fatal', 'sembuh', 'sebelum', 'ada', 'vaksin', 'ada', 'enggak', 'yang', 'positif', 'tapi', 'tanpa', 'gejala', 'dan', 'modal', 'imun', 'tapi', 'sehat', 'hingga', 'kini', 'buaaaaaanyak', 'tapi', 'namanya', 'sales', 'vaksin', 'pasti', 'bakal', 'unggulin', 'vaksin', 'bukan', 'herbal', 'dan', 'imun', 'lanjutkan', 'deh']",8,positif
1546,wah banyak sekali pengangguran nyinyir disini,"['wah', 'banyak', 'sekali', 'pengangguran', 'nyinyir', 'disini']",-9,negatif
1547,jadi enggak sabar lihat genosida besok kayak bagaimana,"['jadi', 'enggak', 'sabar', 'lihat', 'genosida', 'besok', 'kayak', 'bagaimana']",4,positif
1548,media is shit,"['media', 'is', 'shit']",0,positif
1549,hahahahahaha ganti varian vaksin lagi mati kebanyakan suntik pada,"['hahahahahaha', 'ganti', 'varian', 'vaksin', 'lagi', 'mati', 'kebanyakan', 'suntik', 'pada']",-6,negatif
1550,matamu coook vaksin terus memang kamu dokter enggak di vaksin tambah rakyat yang kebanyakan mati cok,"['matamu', 'coook', 'vaksin', 'terus', 'memang', 'kamu', 'dokter', 'enggak', 'di', 'vaksin', 'tambah', 'rakyat', 'yang', 'kebanyakan', 'mati', 'cok']",1,positif
1551,sudah di vaksin tapi yang namanya ppkm atau apapun itu masih ada terus gunanya vaksin sebenarnya apa untuk mencegah pandemi atau hanya syarat formalitas saja,"['sudah', 'di', 'vaksin', 'tapi', 'yang', 'namanya', 'ppkm', 'atau', 'apapun', 'itu', 'masih', 'ada', 'terus', 'gunanya', 'vaksin', 'sebenarnya', 'apa', 'untuk', 'mencegah', 'pandemi', 'atau', 'hanya', 'syarat', 'formalitas', 'saja']",-20,negatif
1552,enggak malu apa pak mentri yang enggak becus menangani covid di indonesia apa ada udang dibalik batu ya ada uang dibaliknya transparan dong pak jangan bikin kami makin enggak percaya sama kalian,"['enggak', 'malu', 'apa', 'pak', 'mentri', 'yang', 'enggak', 'becus', 'menangani', 'covid', 'di', 'indonesia', 'apa', 'ada', 'udang', 'dibalik', 'batu', 'ya', 'ada', 'uang', 'dibaliknya', 'transparan', 'dong', 'pak', 'jangan', 'bikin', 'kami', 'makin', 'enggak', 'percaya', 'sama', 'kalian']",-6,negatif
1553,berbisnis kok dengan rakyat bubarkan satgas nya hancurkan rapid nya henti anggarannya untuk covid,"['berbisnis', 'kok', 'dengan', 'rakyat', 'bubarkan', 'satgas', 'nya', 'hancurkan', 'rapid', 'nya', 'henti', 'anggarannya', 'untuk', 'covid']",-4,negatif
1554,sedang membaca komentar netizen budiman yang positif,"['sedang', 'membaca', 'komentar', 'netizen', 'budiman', 'yang', 'positif']",7,positif
1555,orang disekitarku rata yang vaksin booster sakit semua ada yang hari ada yang sampai opnam ada yang tangannya enggak bisa gerak jadi takut yang mau vaksin booster iya,"['orang', 'disekitarku', 'rata', 'yang', 'vaksin', 'booster', 'sakit', 'semua', 'ada', 'yang', 'hari', 'ada', 'yang', 'sampai', 'opnam', 'ada', 'yang', 'tangannya', 'enggak', 'bisa', 'gerak', 'jadi', 'takut', 'yang', 'mau', 'vaksin', 'booster', 'iya']",-35,negatif
1556,bulshit apa guna nya vaksin kalo masih bisa positif,"['bulshit', 'apa', 'guna', 'nya', 'vaksin', 'kalo', 'masih', 'bisa', 'positif']",2,positif
1557,bohong,['bohong'],-5,negatif
1558,iya,['iya'],0,positif
1559,apa sih aku vaksin saja menit kemudian langsung demam minggu biar gerak enggak bisa berasa sudah hampir mati soal nya detak jantung melambat,"['apa', 'sih', 'aku', 'vaksin', 'saja', 'menit', 'kemudian', 'langsung', 'demam', 'minggu', 'biar', 'gerak', 'enggak', 'bisa', 'berasa', 'sudah', 'hampir', 'mati', 'soal', 'nya', 'detak', 'jantung', 'melambat']",-10,negatif
1560,taaaiikkk,['taaaiikkk'],0,positif
1561,woooy itu uang rakyat lho yang dipakai buat impor micin kagak guna lagian itu micin sudah micin masih tetap kena bahkan ada yang meninggal jadi apa gunanya,"['woooy', 'itu', 'uang', 'rakyat', 'lho', 'yang', 'dipakai', 'buat', 'impor', 'micin', 'kagak', 'guna', 'lagian', 'itu', 'micin', 'sudah', 'micin', 'masih', 'tetap', 'kena', 'bahkan', 'ada', 'yang', 'meninggal', 'jadi', 'apa', 'gunanya']",-24,negatif
1562,cerdas,['cerdas'],0,positif
1563,datanya sembunyikan saudara laki-laki angka kematian dengan full vaksin lengkap saja pernah rilis bahkan yang aneh itu yang sudah full vaksin tapi tetap jadi korban bahkan di setel orang belum lengkap vaksin belum sama sekali biar orang pada cepat vaksin padahal sekarang orang yang belum vaksin itu bisa hitung dengan jari hampir semua orang sudah lengkap boosternya kok ada saja yang positif tapi bilangnya belum vaksin aduh lah wong orang nomor vaksin saja bisa apa bisa kemana kok,"['datanya', 'sembunyikan', 'saudara', 'laki-laki', 'angka', 'kematian', 'dengan', 'full', 'vaksin', 'lengkap', 'saja', 'pernah', 'rilis', 'bahkan', 'yang', 'aneh', 'itu', 'yang', 'sudah', 'full', 'vaksin', 'tapi', 'tetap', 'jadi', 'korban', 'bahkan', 'di', 'setel', 'orang', 'belum', 'lengkap', 'vaksin', 'belum', 'sama', 'sekali', 'biar', 'orang', 'pada', 'cepat', 'vaksin', 'padahal', 'sekarang', 'orang', 'yang', 'belum', 'vaksin', 'itu', 'bisa', 'hitung', 'dengan', 'jari', 'hampir', 'semua', 'orang', 'sudah', 'lengkap', 'boosternya', 'kok', 'ada', 'saja', 'yang', 'positif', 'tapi', 'bilangnya', 'belum', 'vaksin', 'aduh', 'lah', 'wong', 'orang', 'nomor', 'vaksin', 'saja', 'bisa', 'apa', 'bisa', 'kemana', 'kok']",-47,negatif
1564,jualan,['jualan'],1,positif
1565,mengurangi efek kalau kena kopit kata kalangan mereka,"['mengurangi', 'efek', 'kalau', 'kena', 'kopit', 'kata', 'kalangan', 'mereka']",-2,negatif
1566,ananta maheswara mengurangi berarti ada kemungkinan bisa kena covid,"['ananta', 'maheswara', 'mengurangi', 'berarti', 'ada', 'kemungkinan', 'bisa', 'kena', 'covid']",-2,negatif
1567,everything iya memang,"['everything', 'iya', 'memang']",2,positif
1568,setuju,['setuju'],1,positif
1569,lebih banyak kamu belajar tentang pemerintah di dalam sejarah dunia ini semakin sedikit kamu akan mempercayai mereka,"['lebih', 'banyak', 'kamu', 'belajar', 'tentang', 'pemerintah', 'di', 'dalam', 'sejarah', 'dunia', 'ini', 'semakin', 'sedikit', 'kamu', 'akan', 'mempercayai', 'mereka']",3,positif
1570,mana nih mahasiswa kok diam saja gerakan kalian mana pemerintahan sudah genting korupsinya,"['mana', 'nih', 'mahasiswa', 'kok', 'diam', 'saja', 'gerakan', 'kalian', 'mana', 'pemerintahan', 'sudah', 'genting', 'korupsinya']",0,positif
1571,ragil pamungkas mahasiswa lagi push rank,"['ragil', 'pamungkas', 'mahasiswa', 'lagi', 'push', 'rank']",-3,negatif
1572,jadi begini broww kalau bisnis sama negara lain kan enggak bisa jadi sama rakyat sendiri saja selama pandemi kan indonesia lah hancur se hancur hancur nya ke uangan kita jadi kalau mau mengem balikan ke uangan nya iya harus sama rakyat lagi sama af nuh kalau salah,"['jadi', 'begini', 'broww', 'kalau', 'bisnis', 'sama', 'negara', 'lain', 'kan', 'enggak', 'bisa', 'jadi', 'sama', 'rakyat', 'sendiri', 'saja', 'selama', 'pandemi', 'kan', 'indonesia', 'lah', 'hancur', 'se', 'hancur', 'hancur', 'nya', 'ke', 'uangan', 'kita', 'jadi', 'kalau', 'mau', 'mengem', 'balikan', 'ke', 'uangan', 'nya', 'iya', 'harus', 'sama', 'rakyat', 'lagi', 'sama', 'af', 'nuh', 'kalau', 'salah']",-15,negatif
1573,vaksin kbanyakan import begitu juga obat koko vid sampai triliunan dari sini pasti ada pihak yang dapat komisi taro komisi saja sudah berapa komisi yang di dapat biasa brooow permainannnn,"['vaksin', 'kbanyakan', 'import', 'begitu', 'juga', 'obat', 'koko', 'vid', 'sampai', 'triliunan', 'dari', 'sini', 'pasti', 'ada', 'pihak', 'yang', 'dapat', 'komisi', 'taro', 'komisi', 'saja', 'sudah', 'berapa', 'komisi', 'yang', 'di', 'dapat', 'biasa', 'brooow', 'permainannnn']",-10,negatif
1574,saya sudah booster pakai pfizer enggak ada efek sakit sama sekali kakak,"['saya', 'sudah', 'booster', 'pakai', 'pfizer', 'enggak', 'ada', 'efek', 'sakit', 'sama', 'sekali', 'kakak']",-1,negatif
1575,uki permatasari alhamdulillah kalau enggak ada efek tapi kalau aku masih pikir untuk yang booster aku juga pakai vaksin yang astrazeneca,"['uki', 'permatasari', 'alhamdulillah', 'kalau', 'enggak', 'ada', 'efek', 'tapi', 'kalau', 'aku', 'masih', 'pikir', 'untuk', 'yang', 'booster', 'aku', 'juga', 'pakai', 'vaksin', 'yang', 'astrazeneca']",-2,negatif
1576,teman baru booster seminggu pas dia sakit dites bahkan positif covid padahal baru seminggu di vaksin booster,"['teman', 'baru', 'booster', 'seminggu', 'pas', 'dia', 'sakit', 'dites', 'bahkan', 'positif', 'covid', 'padahal', 'baru', 'seminggu', 'di', 'vaksin', 'booster']",-1,negatif
1577,saya enggak vaksin bapak ibu juga enggak vaksin sekelas prof nidom yang ahli virus guru besar unair dan ibu siti fadilah juga enggak vaksin,"['saya', 'enggak', 'vaksin', 'bapak', 'ibu', 'juga', 'enggak', 'vaksin', 'sekelas', 'prof', 'nidom', 'yang', 'ahli', 'virus', 'guru', 'besar', 'unair', 'dan', 'ibu', 'siti', 'fadilah', 'juga', 'enggak', 'vaksin']",-3,negatif
1578,hendro saputro tapi untuk orang kerjaannya mobile apa mungkin bisa tanpa vaksin syarat lebih kejam daripada virusnya,"['hendro', 'saputro', 'tapi', 'untuk', 'orang', 'kerjaannya', 'mobile', 'apa', 'mungkin', 'bisa', 'tanpa', 'vaksin', 'syarat', 'lebih', 'kejam', 'daripada', 'virusnya']",-7,negatif
1579,ananta maheswara iya itu masalahnya pemerintah berbisnis dengan rakyat beli vaksin pakai apbn rakyat yang nanggung rakyat juga jadi korbannya mereka yang jadi pejabat cuan banyak dari beli vaksin bahkan rakyatnya diancam agar mau vaksi atau di denda bagi yang enggak mau vaksin,"['ananta', 'maheswara', 'iya', 'itu', 'masalahnya', 'pemerintah', 'berbisnis', 'dengan', 'rakyat', 'beli', 'vaksin', 'pakai', 'apbn', 'rakyat', 'yang', 'nanggung', 'rakyat', 'juga', 'jadi', 'korbannya', 'mereka', 'yang', 'jadi', 'pejabat', 'cuan', 'banyak', 'dari', 'beli', 'vaksin', 'bahkan', 'rakyatnya', 'diancam', 'agar', 'mau', 'vaksi', 'atau', 'di', 'denda', 'bagi', 'yang', 'enggak', 'mau', 'vaksin']",-21,negatif
1580,vaksin itu sebenarnya aman enggak berpengaruh ke organ mau penyakitan parah pun bisa di vaksin mau yang komorbid pun bisa bahkan khusus buat booster ini yang di utamain ada penelitianya memang dasarnya ada riwayat alergi obat sama rasa takut jadi berpengaruh badan kesananya juga hilang sendiri seperti vitamin,"['vaksin', 'itu', 'sebenarnya', 'aman', 'enggak', 'berpengaruh', 'ke', 'organ', 'mau', 'penyakitan', 'parah', 'pun', 'bisa', 'di', 'vaksin', 'mau', 'yang', 'komorbid', 'pun', 'bisa', 'bahkan', 'khusus', 'buat', 'booster', 'ini', 'yang', 'di', 'utamain', 'ada', 'penelitianya', 'memang', 'dasarnya', 'ada', 'riwayat', 'alergi', 'obat', 'sama', 'rasa', 'takut', 'jadi', 'berpengaruh', 'badan', 'kesananya', 'juga', 'hilang', 'sendiri', 'seperti', 'vitamin']",-21,negatif
